Month in	Month out	Bitcoin sum	Total Profit
2018-11-30	2019-02	32958.566542640000	-26611570.842181375200000000000000
2018-11-30	2019-03	2788.0331681900000000	-761529.693763782900000000000000
2018-11-30	2019-04	1106.8013645800000000	1261735.554716824800000000000000
2018-11-30	2019-05	1093.0100225200000000	3597382.094472506600000000000000
2018-11-30	2019-06	388.8499082600000000	2432707.529488612900000000000000
2018-11-30	2019-07	46.6133352800000000	287861.250243353600000000000000
2018-11-30	2019-08	193.8088824100000000	1161522.679908480600000000000000
2018-11-30	2019-09	687.9831084000000000	4034921.841367087600000000000000
2018-11-30	2019-10	28.5756897200000000	113134.218750412000000000000000
2018-11-30	2019-11	2293.6003410000000000	6160727.304660641000000000000000
2018-11-30	2019-12	74.8320953500000000	237312.089500073000000000000000
2018-11-30	2020-01	62.0000000000000000	239286.520000000000000000000000
2018-11-30	2020-03	45.4097600000000000	119070.427008000000000000000000
2018-11-30	2020-04	10.4024630600000000	26576.004576426800000000000000
2018-11-30	2020-05	105.6662243100000000	587678.120268502500000000000000
2018-11-30	2020-06	8022.0000000000000000	43886216.345532315000000000000000
2018-11-30	2020-07	8011.7838502000000000	43106333.926480800000000000000000
2018-11-30	2020-08	8014.9980000000000000	66695683.879000000000000000000000
2018-11-30	2020-09	8000.0000000000000000	53356458.400192475800000000000000
2018-11-30	2020-10	209.3297029500000000	1978545.818716627000000000000000
2018-11-30	2020-11	160.2486792000000000	2361083.580117544000000000000000
2018-11-30	2020-12	23825.715797700000	423184493.613581668400000000000000
2018-11-30	2021-01	37288.362095310000	986406044.020788942900000000000000
2018-11-30	2021-02	53.1292963400000000	2167158.034437642800000000000000
2018-11-30	2021-04	15.0652426100000000	852927.146901011600000000000000
2018-11-30	2021-05	22.8084021200000000	1039266.594021278800000000000000
2018-11-30	2021-06	30.0000000000000000	864838.800000000000000000000000
2018-11-30	2021-08	19.3134946000000000	865657.673729494000000000000000
2018-11-30	2021-09	13.2090000000000000	506833.688970000000000000000000
2018-11-30	2021-10	209.1419020600000000	11976796.939648860400000000000000
2018-11-30	2022-03	10.9307450600000000	381960.020308418400000000000000
2018-11-30	2022-04	20.0008510400000000	837170.421760009600000000000000
2018-11-30	2022-05	150.0000000000000000	3957742.625000000000000000000000
2018-11-30	2022-06	22.9995000000000000	385701.844995000000000000000000
2018-11-30	2022-11	84.9998978500000000	1091579.738176420500000000000000
2018-11-30	2023-02	44.0000000000000000	901012.640000000000000000000000
2018-11-30	2023-07	15.9998000000000000	417605.179870000000000000000000
2018-11-30	2023-09	47.8866379400000000	1042061.128212340000000000000000
2018-11-30	2024-08	50.0000000000000000	2830146.500000000000000000000000
2018-11-30	2024-10	22.6236350400000000	1271148.299847369600000000000000
2018-12-01	2018-12	20.9770000000000000	-9795.519530000000000000000000
2018-12-01	2019-01	3524.8754194200000000	-1594492.464916692000000000000000
2018-12-01	2019-02	1627.9464824200000000	-645823.713343540200000000000000
2018-12-01	2019-03	844.1092724500000000	-222365.922031749700000000000000
2018-12-01	2019-04	996.7152235700000000	916975.652667405900000000000000
2018-12-01	2019-05	194.0286893300000000	516431.948068079500000000000000
2018-12-01	2019-06	307.8662479100000000	1996108.166824554900000000000000
2018-12-01	2019-07	751.5483591700000000	4980939.380356260200000000000000
2018-12-01	2019-09	403.5562268500000000	2137670.191972291100000000000000
2018-12-01	2019-10	23.6889657300000000	96025.591483128000000000000000
2018-12-01	2019-11	183.5744360700000000	739704.824217354100000000000000
2018-12-01	2019-12	20.2463631400000000	57499.873781231400000000000000
2018-12-01	2020-01	44.3704602100000000	197179.526261968100000000000000
2018-12-01	2020-02	300.4217737500000000	1714457.788268609700000000000000
2018-12-01	2020-03	73.4985000000000000	292595.841350000000000000000000
2018-12-01	2020-04	11.5486221400000000	47225.896003323400000000000000
2018-12-01	2020-07	30.4541380700000000	153244.704575821800000000000000
2018-12-01	2020-08	103.9455819400000000	764738.757163016400000000000000
2018-12-01	2020-09	89.9996000000000000	597710.413536000000000000000000
2018-12-01	2020-11	32.4995000000000000	464829.496385000000000000000000
2018-12-01	2020-12	200.0000000000000000	3872930.000000000000000000000000
2018-12-01	2021-01	10730.9275058400000000	299539271.929213408000000000000000
2018-12-01	2021-02	24019.299218330000	984805766.171751713600000000000000
2018-12-01	2021-03	22511.834548150000	1003319382.519497897900000000000000
2018-12-01	2021-04	12.3795000000000000	724449.454155000000000000000000
2018-12-01	2021-05	100.0000000000000000	3288717.000000000000000000000000
2018-12-01	2021-09	50.0000000000000000	2009172.000000000000000000000000
2018-12-01	2021-12	99.9996000000000000	4369158.523296000000000000000000
2018-12-01	2022-03	24.0000000000000000	893676.240000000000000000000000
2018-12-01	2022-05	25.0000000000000000	616922.250000000000000000000000
2018-12-01	2023-06	10.0714623100000000	224399.431719663200000000000000
2018-12-01	2024-03	14.8618941200000000	988903.895511387200000000000000
2018-12-01	2024-11	17.0000000000000000	1213666.550000000000000000000000
2018-12-02	2019-01	1667.3807604200000000	-882267.488380093800000000000000
2018-12-02	2019-02	881.0163243400000000	-437827.639409865000000000000000
2018-12-02	2019-03	354.7325890900000000	-81097.976273728100000000000000
2018-12-02	2019-04	293.3433360400000000	247466.089207829200000000000000
2018-12-02	2019-05	5420.2293971200000000	19952392.453278048000000000000000
2018-12-02	2019-06	399.8831967700000000	2479372.095135632000000000000000
2018-12-02	2019-07	477.9906862100000000	3104628.649683179600000000000000
2018-12-02	2019-08	31.9427977800000000	200810.155605356400000000000000
2018-12-02	2019-09	1722.4955784900000000	9841508.034992067700000000000000
2018-12-02	2019-10	21.6616339600000000	95826.221874286000000000000000
2018-12-02	2019-11	51.3600000000000000	231221.480800000000000000000000
2018-12-02	2019-12	18.2243300000000000	58451.258095600000000000000000
2018-12-02	2020-01	44.9082161800000000	213240.826462626600000000000000
2018-12-02	2020-03	112.8250375300000000	290286.623817610700000000000000
2018-12-02	2020-08	10.9999348700000000	82511.501454008300000000000000
2018-12-02	2020-10	99.1569218900000000	873549.599934129100000000000000
2018-12-02	2020-12	51.4573806400000000	935874.766297355200000000000000
2018-12-02	2021-02	23.6867000000000000	1016517.809771000000000000000000
2018-12-02	2021-03	297.0935071000000000	14021771.196516065100000000000000
2018-12-02	2021-04	89.4567465500000000	4517310.553260118200000000000000
2018-12-02	2021-05	268.8112647800000000	13371064.436322643000000000000000
2018-12-02	2021-07	12.9997680500000000	359575.924221249000000000000000
2018-12-02	2022-03	10.6420448600000000	407467.402519867000000000000000
2018-12-02	2022-12	17.2769516500000000	218415.913837366000000000000000
2018-12-03	2019-01	9729.3521695300000000	-3804658.487182065000000000000000
2018-12-03	2019-02	2222.2556285200000000	-864020.389844603800000000000000
2018-12-03	2019-03	895.5986107000000000	7573.915239523900000000000000
2018-12-03	2019-04	1903.2703678300000000	2130035.513920266200000000000000
2018-12-03	2019-05	1195.9242283000000000	3994153.007319461200000000000000
2018-12-03	2019-06	1037.2453798800000000	6584488.638567991200000000000000
2018-12-03	2019-07	209.4482054200000000	1437986.595271074900000000000000
2018-12-03	2019-08	759.3371910700000000	5010644.804621155891167400000000
2018-12-03	2019-09	159.5021328300000000	732853.946959337700000000000000
2018-12-03	2019-10	134.9883966500000000	631874.896108594300000000000000
2018-12-03	2019-11	137.7417685300000000	660476.509045529394762200000000
2018-12-03	2019-12	379.7924528100000000	1251836.942004284800000000000000
2018-12-03	2020-01	210.6624137600000000	943378.609875807400000000000000
2018-12-03	2020-02	96.7160000000000000	559986.607160000000000000000000
2018-12-03	2020-03	1383.2808736200000000	3789580.950134407200000000000000
2018-12-03	2020-04	11.0000000000000000	40078.170000000000000000000000
2018-12-03	2020-06	10.0000000000000000	58740.300000000000000000000000
2018-12-03	2020-07	10.0897171600000000	52755.498731462400000000000000
2018-12-03	2020-08	305.0285202900000000	2356146.151457408400000000000000
2018-12-03	2020-10	48.6138163800000000	463098.793131318200000000000000
2018-12-03	2020-11	35.7878680600000000	452549.656345448800000000000000
2018-12-03	2020-12	500.0000000000000000	11183300.000000000000000000000000
2018-12-03	2021-01	614.7758627800000000	18814189.752198907300000000000000
2018-12-03	2021-02	45.1578099500000000	1568787.736600194000000000000000
2018-12-03	2021-03	17233.7582641400000000	846480659.935043819200000000000000
2018-12-03	2021-04	33233.354163190000	1808504671.595254572800000000000000
2018-12-03	2021-05	16011.4369698800000000	784010421.008380399200000000000000
2018-12-03	2021-06	10.1999561900000000	303431.560726100800000000000000
2018-12-03	2021-07	24038.899436560000	858948369.581609591400000000000000
2018-12-03	2021-08	2343.0492763000000000	103600496.357052547000000000000000
2018-12-03	2021-12	33.2021490500000000	1429759.574949853000000000000000
2018-12-03	2022-03	19.9688000300000000	746342.288017262600000000000000
2018-12-03	2022-10	13.7945204200000000	210261.046268991200000000000000
2018-12-03	2022-11	600.0000000000000000	10351428.000000000000000000000000
2018-12-03	2023-06	41.2925846100000000	934113.829308036300000000000000
2018-12-04	2019-01	6128.9463212700000000	-1923596.193061385000000000000000
2018-12-04	2019-02	2055.6001850700000000	-402957.345121514000000000000000
2018-12-04	2019-03	1758.8095942900000000	-17099.780645103200000000000000
2018-12-04	2019-04	1387.9708348900000000	1691128.761158843700000000000000
2018-12-04	2019-05	1058.9939373700000000	3178298.634885666600000000000000
2018-12-04	2019-06	780.2688076200000000	4448829.752292002800000000000000
2018-12-04	2019-07	127.0244399200000000	910934.814809053600000000000000
2018-12-04	2019-08	103.2849466900000000	675486.172578873500000000000000
2018-12-04	2019-09	120.2348303700000000	584128.181141363200000000000000
2018-12-04	2019-10	11.3521412200000000	47054.398314075600000000000000
2018-12-04	2019-11	484.6115518200000000	1944391.176145223100000000000000
2018-12-04	2019-12	38.3323000000000000	125175.275619000000000000000000
2018-12-04	2020-01	10.0000000000000000	54066.100000000000000000000000
2018-12-04	2020-02	107.2047396000000000	619068.481158180000000000000000
2018-12-04	2020-03	2009.4851504200000000	5481643.534679732000000000000000
2018-12-04	2020-04	124.9995000000000000	578712.685140000000000000000000
2018-12-04	2020-05	17.3527010000000000	95770.945035080000000000000000
2018-12-04	2020-06	56.1234149500000000	309293.333618702500000000000000
2018-12-04	2020-07	619.4649769200000000	4287137.190872864800000000000000
2018-12-04	2020-09	330.0000000000000000	2548980.950000000000000000000000
2018-12-04	2020-10	170.6656259800000000	1194515.531234179800000000000000
2018-12-04	2020-11	45.6819518600000000	584728.904559225000000000000000
2018-12-04	2020-12	2057.9689431100000000	48259330.556550637800000000000000
2018-12-04	2021-01	90.9467851500000000	3190979.821533484500000000000000
2018-12-04	2021-02	38.1471039800000000	1530969.168160534000000000000000
2018-12-04	2021-03	34.2985000000000000	1699832.855295000000000000000000
2018-12-04	2021-04	10.2156256900000000	603714.261589526600000000000000
2018-12-04	2021-06	27.8295077900000000	889111.032692124700000000000000
2018-12-04	2021-07	53.8968713200000000	1486606.680402907600000000000000
2018-12-04	2021-08	21656.950723700000	957222210.619659027000000000000000
2018-12-04	2021-11	16000.0000000000000000	921479248.842225459200000000000000
2018-12-04	2021-12	8000.0000000000000000	344965570.000000000000000000000000
2018-12-04	2022-03	23985.286918200000	850427020.484656849400000000000000
2018-12-04	2022-04	24000.000000000000	864730528.000000000000000000000000
2018-12-04	2022-05	32028.399938580000	819864782.376312187900000000000000
2018-12-04	2022-06	40000.000000000000	679033132.000000000000000000000000
2018-12-04	2022-10	31993.899338100000	502176500.356515250000000000000000
2018-12-04	2022-11	32000.000000000000	399543476.000000000000000000000000
2018-12-04	2022-12	15.9614311700000000	204943.499308306400000000000000
2018-12-04	2023-03	53.8174164000000000	1239048.603086316000000000000000
2018-12-04	2023-05	16149.5633917700000000	379163933.383291658500000000000000
2018-12-04	2023-07	16000.0000000000000000	423947987.783073789800000000000000
2018-12-04	2023-09	53.6510018800000000	1164124.803892428000000000000000
2018-12-04	2023-12	24000.000000000000	931569296.000000000000000000000000
2018-12-04	2024-02	2027.0684734800000000	97490524.594716460400000000000000
2018-12-04	2024-03	13.4546990000000000	915798.258391690000000000000000
2018-12-05	2019-01	4292.7765269400000000	-560331.501046725600000000000000
2018-12-05	2019-02	944.7504008300000000	-173680.067799822700000000000000
2018-12-05	2019-03	856.5212963100000000	77968.208098037500000000000000
2018-12-05	2019-04	3209.4705212900000000	3961269.042700554900000000000000
2018-12-05	2019-05	471.4643197600000000	1430763.043771956200000000000000
2018-12-05	2019-06	201.4514829800000000	1240973.758903166400000000000000
2018-12-05	2019-07	637.4712744300000000	4656147.458967030100000000000000
2018-12-05	2019-08	90.7085619200000000	642546.841103323700000000000000
2018-12-05	2019-09	409.6926049000000000	2243317.037866993200000000000000
2018-12-05	2019-10	136.8236463900000000	527851.095427023900000000000000
2018-12-05	2019-11	777.2104701000000000	3225767.060615791700000000000000
2018-12-05	2020-01	47.0000000000000000	189941.440000000000000000000000
2018-12-05	2020-02	399.8528341000000000	2347630.914767125000000000000000
2018-12-05	2020-03	50.0000000000000000	77687.000000000000000000000000
2018-12-05	2020-05	127.4445613500000000	749847.949129945500000000000000
2018-12-05	2020-06	26.6229092400000000	157511.780227536000000000000000
2018-12-05	2020-07	68.2869347300000000	367734.680824875700000000000000
2018-12-05	2020-08	153.5912152100000000	1123869.358666799600000000000000
2018-12-05	2020-09	293.4387415900000000	1943705.527543190500000000000000
2018-12-05	2020-10	33.0000000000000000	275230.890000000000000000000000
2018-12-05	2020-11	22.1990810200000000	319730.922032147800000000000000
2018-12-05	2020-12	96.8996167900000000	1952048.429913876200000000000000
2018-12-05	2021-01	100.0000000000000000	3011578.000000000000000000000000
2018-12-05	2021-03	1227.5800000000000000	57303323.917800000000000000000000
2018-12-05	2021-08	17.1886889500000000	763272.499056114500000000000000
2018-12-05	2021-12	43.1845370300000000	1926175.883427791100000000000000
2018-12-05	2022-03	12.0038620000000000	531315.900152960000000000000000
2018-12-05	2022-10	504.3840894300000000	7866792.897544506900000000000000
2018-12-05	2022-12	70.0577677700000000	909136.149462901500000000000000
2018-12-05	2023-02	15.0000000000000000	313677.600000000000000000000000
2018-12-05	2024-02	13972.9315265200000000	672694618.805789746400000000000000
2018-12-05	2024-03	79803.954799530000	4978550840.520463094800000000000000
2018-12-05	2024-04	24000.000000000000	1516635240.768749952000000000000000
2018-12-05	2024-05	16000.0000000000000000	927477010.000000000000000000000000
2018-12-05	2024-06	15600.0000000000000000	988926168.813135437800000000000000
2018-12-05	2024-07	11800.0000000000000000	733359020.000000000000000000000000
2018-12-05	2024-08	6465.5196578800000000	357734186.225341117600000000000000
2018-12-06	2019-01	4925.3575895800000000	-350007.392126940100000000000000
2018-12-06	2019-02	1629.7330541000000000	-124733.441026481500000000000000
2018-12-06	2019-03	1043.2981565500000000	186037.925305354600000000000000
2018-12-06	2019-04	8321.4717431300000000	8288669.264437646800000000000000
2018-12-06	2019-05	2503.5208389600000000	9015461.113936811000000000000000
2018-12-06	2019-06	8688.8065942200000000	46228642.749736827400000000000000
2018-12-06	2019-07	796.1086960600000000	6004826.025645159400000000000000
2018-12-06	2019-08	1201.0295084400000000	8601971.261876235600000000000000
2018-12-06	2019-09	297.7087579700000000	1619778.372005713800000000000000
2018-12-06	2019-10	77.5733973700000000	322033.595494983400000000000000
2018-12-06	2019-11	226.9877690500000000	1151399.585113880800000000000000
2018-12-06	2019-12	12.0000000000000000	41061.360000000000000000000000
2018-12-06	2020-01	1827.2921233100000000	8744981.209549790600000000000000
2018-12-06	2020-02	98.9999520000000000	483255.395694240000000000000000
2018-12-06	2020-03	696.0612988600000000	1859558.820212614000000000000000
2018-12-06	2020-04	12.9300000000000000	45711.041100000000000000000000
2018-12-06	2020-05	138.2899149100000000	787011.693637225800000000000000
2018-12-06	2020-06	220.1086596800000000	1184616.047741358400000000000000
2018-12-06	2020-07	382.8653274500000000	2806614.511434347500000000000000
2018-12-06	2020-08	153.7583341100000000	1262644.483267014000000000000000
2018-12-06	2020-09	10.0000000000000000	72164.300000000000000000000000
2018-12-06	2020-12	47.8842271600000000	878073.789447108000000000000000
2018-12-06	2021-01	177.9030349600000000	4801433.373663831300000000000000
2018-12-06	2021-02	114.9990772800000000	4030869.329543856000000000000000
2018-12-06	2021-03	126.8096877900000000	6533316.080760864300000000000000
2018-12-06	2021-04	42.2496027500000000	2074200.163678085000000000000000
2018-12-06	2021-05	71.4390410000000000	2826067.336970570000000000000000
2018-12-06	2021-07	20.4053800000000000	550086.805663400000000000000000
2018-12-06	2022-01	50.0000000000000000	1901922.000000000000000000000000
2018-12-06	2022-02	10.0000000000000000	352233.300000000000000000000000
2018-12-06	2022-11	66.0139842700000000	864255.082062840000000000000000
2018-12-06	2022-12	24.4955476800000000	325773.637260624000000000000000
2018-12-06	2023-01	181.3252795300000000	3421414.660109609400000000000000
2018-12-06	2023-06	30.1000000000000000	701140.069000000000000000000000
2018-12-06	2024-05	39.4654478500000000	2182308.635472616500000000000000
2018-12-06	2024-06	400.0000000000000000	25362372.000000000000000000000000
2018-12-06	2024-07	4239.9990000000000000	263463734.555370000000000000000000
2018-12-06	2024-08	9534.4803421200000000	527264920.038930260400000000000000
2018-12-06	2024-09	20.0000000000000000	1236297.000000000000000000000000
2018-12-06	2024-11	40000.000000000000	3548306130.210291682000000000000000
2018-12-06	2024-12	56000.000000000000	5289794900.025050651200000000000000
2018-12-07	2019-01	14475.7582497800000000	3554110.710097382400000000000000
2018-12-07	2019-02	2553.4300187800000000	659013.500869006800000000000000
2018-12-07	2019-03	1265.2315529200000000	660004.462840991000000000000000
2018-12-07	2019-04	2979.5611234100000000	5005481.459223203200000000000000
2018-12-07	2019-05	1871.9897456200000000	6534092.969766978900000000000000
2018-12-07	2019-06	1890.3982607900000000	9773137.370447634700000000000000
2018-12-07	2019-07	593.9803772700000000	4429718.381087903100000000000000
2018-12-07	2019-08	125.4818934900000000	1037393.665929595000000000000000
2018-12-07	2019-09	2374.1164704100000000	15729893.082295437800000000000000
2018-12-07	2019-10	249.7279144800000000	1244960.704953723000000000000000
2018-12-07	2019-11	199.9990000000000000	739302.303470000000000000000000
2018-12-07	2019-12	31.2664976800000000	122722.566718884000000000000000
2018-12-07	2020-01	67.2087300000000000	394211.187358200000000000000000
2018-12-07	2020-02	142.6714980400000000	959435.218188816800000000000000
2018-12-07	2020-03	848.1437549300000000	1573185.871405756300000000000000
2018-12-07	2020-05	63.5326520900000000	372349.791559908600000000000000
2018-12-07	2020-07	64.0459383000000000	369880.047604462000000000000000
2018-12-07	2020-08	20.0000000000000000	177168.800000000000000000000000
2018-12-07	2020-09	21.1698469900000000	161411.403661484100000000000000
2018-12-07	2020-10	28.9000000000000000	206467.958000000000000000000000
2018-12-07	2020-11	748.9077293400000000	10051119.111060149600000000000000
2018-12-07	2020-12	58.7350410000000000	1025976.107172140000000000000000
2018-12-07	2021-01	62.2918550100000000	1928462.242604309600000000000000
2018-12-07	2021-02	407.2072189600000000	17385459.232436551000000000000000
2018-12-07	2021-03	50.0205181600000000	2215667.355385287200000000000000
2018-12-07	2021-04	62.4195000000000000	3514638.308735000000000000000000
2018-12-07	2021-05	441.0896026600000000	15576110.270809069400000000000000
2018-12-07	2021-06	37.4174126400000000	1244894.156840782400000000000000
2018-12-07	2022-01	281.3364430100000000	10295444.696059085500000000000000
2018-12-07	2022-04	90.5905665800000000	3235855.178388304800000000000000
2018-12-07	2022-06	24.5418380200000000	521008.654619824800000000000000
2018-12-07	2022-09	20.1624813600000000	332730.945393772800000000000000
2018-12-07	2023-02	15.1189000000000000	322517.433123000000000000000000
2018-12-07	2023-05	10.0000000000000000	234560.900000000000000000000000
2018-12-08	2019-01	7026.4086012700000000	1502857.943063744900000000000000
2018-12-08	2019-02	1465.0419146400000000	410836.168479458300000000000000
2018-12-08	2019-03	2322.3852260500000000	1327239.595944722800000000000000
2018-12-08	2019-04	6944.4347858700000000	9203093.711639556800000000000000
2018-12-08	2019-05	641.0936254900000000	2268844.237806896400000000000000
2018-12-08	2019-06	865.3136206200000000	5209984.576894371100000000000000
2018-12-08	2019-07	410.1509493000000000	2971705.198459532900000000000000
2018-12-08	2019-08	313.8610516300000000	2447334.861000145900000000000000
2018-12-08	2019-09	98.6792094200000000	596992.548368029600000000000000
2018-12-08	2019-10	100.0000000000000000	498930.000000000000000000000000
2018-12-08	2019-11	315.5987671000000000	1300301.107303861000000000000000
2018-12-08	2019-12	76.9720972400000000	292514.210137344000000000000000
2018-12-08	2020-01	94.6385804200000000	399678.378663708600000000000000
2018-12-08	2020-03	116.7067191800000000	531397.170287201800000000000000
2018-12-08	2020-07	48.9999560800000000	288507.468475430400000000000000
2018-12-08	2020-08	89.9994877200000000	744471.262445454000000000000000
2018-12-08	2020-09	150.0450000000000000	1068930.531550000000000000000000
2018-12-08	2020-10	389.8394481700000000	3641378.226466732300000000000000
2018-12-08	2020-11	94.7969094400000000	1194363.400072009600000000000000
2018-12-08	2021-01	20.0000000000000000	593030.400000000000000000000000
2018-12-08	2021-02	61.2863711000000000	2755917.241867483000000000000000
2018-12-08	2021-04	12.0507681600000000	720842.124611217600000000000000
2018-12-08	2021-05	10.0000000000000000	347588.200000000000000000000000
2018-12-08	2021-07	10.0000000000000000	302876.200000000000000000000000
2018-12-08	2021-08	23.5425180000000000	1012450.137399620000000000000000
2018-12-08	2021-09	136.4297221400000000	5783931.924671561000000000000000
2018-12-08	2021-12	17.9999031400000000	837834.471495355400000000000000
2018-12-08	2022-01	10.8055144800000000	419283.460878530400000000000000
2018-12-08	2022-02	10.0000000000000000	407475.700000000000000000000000
