date_in	date_out	btc_amount	usd_in	usd_profit	address	hash_in	hash_out
2018-11-27 21:31:59	2018-11-27 21:59:40	200.0000000000000000	769382.000000000000000000000000	5854.000000000000000000000000	3Ary2XWN62nd2zdA1e92zgFq3sKSYCLTkw	31399a41b69fdc977d9e92ba282f7afbf8ac4a75905bcadbe58b270c643fdfc2	dc971f9dcdac08ad32f7fe7ca9e02064082a2dbfaaaa1d3dcdce8b6821ebbd78
2018-11-27 22:52:45	2018-11-28 13:20:04	200.0581919400000000	786994.917199330200000000000000	51743.050763361600000000000000	3N7n6xhyRnWuysSQ7AVnVZ61b9PdkTxE8J	7fb8211944a661492dcca92d9b9e8cf16cfd5012276865e0d22354ea2d9bb952	649d8fd09b787ef8df421eca3f09381b4f5b3da79d7a41f8160d59a85ed3000a
2018-11-27 23:27:51	2018-11-27 23:27:51	200.0000000000000000	778594.000000000000000000000000	0.000000000000000000000000	1Mxj91stX4yKbPX3Aji62fLdj74K1stS8S	9ce9e0d80a2d5a984efaff5cf3197f6fb15d284ac63f657792678f361b4fd283	f41df22df659e34b375b861f81b3f0e2c53695b5110e6937d6ea6e3e577a14da
2018-11-27 23:27:51	2018-11-28 00:16:24	200.0000000000000000	778594.000000000000000000000000	3504.000000000000000000000000	1HzZF7JN2P4uFkMwj9GzSX9DmdUAcxvya7	f41df22df659e34b375b861f81b3f0e2c53695b5110e6937d6ea6e3e577a14da	a72f16394b2c0f20cde49b688b455cdc7646ee86dbf2e006a9fcc91189b28278
2018-11-27 23:56:09	2018-11-27 23:58:00	200.9950000000000000	779635.485600000000000000000000	-942.666550000000000000000000	1EUvUhrpaGeJJLuERhozGCzX7na3t3dtBo	3ac3042705c3ad841d2f115c880f83386ba26c00f2414764ac7cf039ab60e9cb	d88b7d1a590c534491c62af0a3b21b99563b991caa3b54416f2c4631c173c81c
2018-11-27 23:56:09	2018-11-28 00:26:13	200.0000000000000000	775776.000000000000000000000000	7942.000000000000000000000000	1EUvUhrpaGeJJLuERhozGCzX7na3t3dtBo	8882bbc4de6d6c174198089294ffdce7b2c824761f2ecd2aa02a6d40c440a8fb	52686e86254dc0d1ec9930d251affd2e95664d1666182e5a911ac89c13ad2c21
2018-11-28 01:46:29	2018-11-28 03:42:51	199.6088500000000000	778117.215158500000000000000000	2996.128838500000000000000000	1DLf32vdC4v1bAn3LhGZBUfKtxsbDaCGVt	bf1b8b32eb500af9f1cf9e896402ae5da093c594c7e1faf946bc5875bed441b3	5d3a5135785a221302b97e13c04011121776df815a4d2ed53b3c1d84d6db833e
2018-11-28 01:46:29	2018-11-28 01:46:29	199.9999404300000000	779641.767783630300000000000000	0.000000000000000000000000	3NDTEFjkWdEu6oQHgDXE3G7FRYyk7V4Zg4	2eb5d62d82aea5d03ca1497bc12fa2353572f16669b3ced49dc882d989b7e2e6	c79653b2a931fd0db202674da22290d8b8d240f9ea5014a3026362082360937b
2018-11-28 01:46:29	2018-11-29 04:26:38	200.0000000000000000	779642.000000000000000000000000	58424.000000000000000000000000	3LeeVpo6171m5h1wDu4fTfGqVvD3TYi4ft	2eb5d62d82aea5d03ca1497bc12fa2353572f16669b3ced49dc882d989b7e2e6	edd1f5f8664f40510cdf6eed78d125e00caaebb7c48754292ac03706951b8540
2018-11-28 01:46:29	2018-11-28 05:07:24	200.0000000000000000	779642.000000000000000000000000	44266.000000000000000000000000	3QtrQBY4RJLkcNbP4GAFYRQcjRyPgPWCZm	c79653b2a931fd0db202674da22290d8b8d240f9ea5014a3026362082360937b	a53796c8435b66088c9c25d2e402e5fdcd58cc76223c83fcadb80ba047c3ee32
